,job_id,skills
1307,J308,Unix
1308,J308,Mainframes
1309,J309,Machine Learning
1310,J309,Python
1311,J309,Statistics
1312,J309,Computer Vision
1313,J309,R
1314,J310,CSS
1315,J310,HTML
1316,J310,JavaScript
1317,J310,React.js
1318,J311,Golang
1319,J311,Java
1320,J311,Python
1321,J311,Ruby
1322,J311,Hibernate
1323,J311,Ruby on Rails
1324,J312,Simulation
1325,J312,Teamcenter
1326,J312,Vismockup
1327,J313,Product Management
1328,J313,Consumer Software
1329,J313,Product Lifecycle Management
1330,J313,Data Visualization
1331,J314,Manual Testing
1332,J314,Automation Testing
1333,J314,Mobile Apps Testing
1334,J314,Flutter
1335,J314,Selenium
1336,J315,Java
1337,J315,Python
1338,J315,Node.js
1339,J315,Kotlin
1340,J316,.NET
1341,J316,Angular
1342,J316,React.js
1343,J316,ASP.NET
1344,J316,C#
1345,J317,Data Analysis
1346,J317,Data Warehousing
1347,J317,NoSQL
1348,J317,Amazon Redshift
1349,J317,Oracle Database
1350,J317,Snowflake
1351,J317,Spark
1352,J317,SQL
1353,J318,JavaScript
1354,J318,Angular
1355,J318,React.js
1356,J318,UX Design
1357,J319,Python
1358,J319,Big Data
1359,J319,SQL
1360,J319,Snowflake
1361,J319,Airflow
1362,J320,C#
1363,J320,C++
1364,J320,Jira
1365,J320,Agile
1366,J320,.NET
1367,J321,Python
1368,J321,Flask
1369,J321,Django
1370,J321,AWS
1371,J321,FastAPI
1372,J322,.NET
1373,J322,Angular
1374,J322,React.js
1375,J322,ASP.NET
1376,J323,Algorithms
1377,J323,Java
1378,J323,Spring Boot
1379,J323,Spring
1380,J323,Microservices
1381,J324,JavaScript
1382,J324,React.js
1383,J325,Business Development
1384,J325,Direct Sales
1385,J325,Sales
1386,J326,Microsoft Excel
1387,J326,Power BI
1388,J326,Python
1389,J326,R
1390,J326,SAS
1391,J326,SQL
1392,J326,Tableau
1393,J327,HTML
1394,J327,JavaScript
1395,J327,Networking
1396,J327,SQL
1397,J327,Technical Support
1398,J327,Windows
1399,J328,Lead Generation
1400,J328,Customer Interaction
1401,J328,Sales Operations
1402,J328,Business Development
1403,J328,Corporate Sales
1404,J329,Release Engineering
1405,J329,Linux
1406,J330,Application Security
1407,J330,Vulnerability Assessment
1408,J330,Network Security
1409,J331,Python
1410,J331,JavaScript
1411,J331,Java
1412,J331,React.js
1413,J332,Product Lifecycle Management
1414,J332,API Testing
1415,J332,Penetration Testing
1416,J332,Application Security
1417,J332,GraphQL
1418,J333,Customer Service
1419,J333,Customer Relationship
1420,J333,Customer Interaction
1421,J334,Salesforce Service Cloud
1422,J334,Lightning Web Components
1423,J334,Apex
1424,J334,SOQL
1425,J334,Salesforce
1426,J335,React.js
1427,J336,React.js
1428,J336,React Native
1429,J336,Redux
1430,J336,JavaScript
1431,J337,Angular
1432,J337,Angular Material
1433,J337,jQuery
1434,J337,Node.js
1435,J337,Kubernetes
1436,J338,JavaScript
1437,J338,jQuery
1438,J338,Kubernetes
1439,J338,Angular
1440,J338,Node.js
1441,J339,Java
1442,J339,Hibernate
1443,J339,J2EE
1444,J339,Spring
1445,J340,C++
1446,J340,COM
1447,J340,MFC
1448,J340,Windows
1449,J341,UML
1450,J341,DFMEA
1451,J341,Dataflow
1452,J342,Python
1453,J342,pandas
1454,J342,NumPy
1455,J342,Django
1456,J342,Flask
1457,J343,Salesforce
1458,J343,Salesforce Service Cloud
1459,J343,Salesforce CPQ
1460,J343,Salesforce Marketing Cloud
1461,J343,Salesforce Query Studio
1462,J344,Java
1463,J344,AWS
1464,J345,Sales
1465,J345,International BPO
1466,J345,Telecalling
1467,J345,Customer Service
1468,J345,International Sales
1469,J346,Tally
1470,J346,TDS
1471,J346,GST
1472,J346,Taxation
1473,J346,Accounting
1474,J347,JavaScript
1475,J347,React.js
1476,J347,HTML
1477,J347,CSS
1478,J347,Vue.js
1479,J348,Java
1480,J348,Hibernate
1481,J348,MySQL
1482,J348,Spring Boot
1483,J349,Java
1484,J349,Angular
1485,J349,JSON
1486,J349,JUnit
1487,J349,Hibernate
1488,J350,Data Warehousing
1489,J350,Oracle Database
1490,J351,Java
1491,J351,Microservices
1492,J351,SDET
1493,J351,API Testing
1494,J351,REST Assured
1495,J352,Technical Support
1496,J352,Node.js
1497,J352,Java
1498,J352,IT Support
1499,J353,React.js
1500,J353,JavaScript
1501,J353,jQuery
1502,J353,HTML
1503,J353,CSS
1504,J354,ETL
1505,J354,Kafka
1506,J354,Data Migration
1507,J354,DevOps
1508,J354,Spark
1509,J355,C++
1510,J355,Golang
1511,J355,Python
1512,J355,AWS
1513,J355,CI-CD
1514,J356,Business Development
1515,J356,Sales
1516,J356,Customer Relationship
1517,J356,Corporate Sales
1518,J356,Direct Sales
1519,J357,DevOps
1520,J357,Kubernetes
1521,J357,AWS
1522,J357,CI - CD
1523,J357,Production Engineering
1524,J358,Brand Management
1525,J358,Marketing Communication
1526,J359,Batch Management
1527,J359,Control-M
1528,J359,Unix
1529,J359,Mainframes
1530,J360,Product Management
1531,J361,Machine Learning
1532,J361,Python
1533,J361,Statistics
1534,J361,Data Mining
1535,J362,Helm
1536,J362,Kubernetes
1537,J362,AWS
1538,J362,Monitoring
1539,J362,Python
1540,J363,Java
1541,J363,AWS
1542,J363,Angular
1543,J363,Docker
1544,J363,Kubernetes
1545,J364,Business Development
1546,J364,Corporate Sales
1547,J364,Direct Sales
1548,J364,Sales
1549,J364,Telecalling
1550,J365,AWS
1551,J365,SQL
1552,J365,Spark
1553,J365,Airflow
1554,J365,Python
1555,J366,Maximo
1556,J367,Java
1557,J368,Game Development
1558,J368,Unreal
1559,J369,Agile
1560,J369,Program Management
1561,J369,Project Management
1562,J369,Scrum
1563,J370,Recruitment
1564,J371,Python
1565,J371,Spark
1566,J371,AWS
1567,J371,SQL
1568,J372,Information Security
1569,J372,AWS
1570,J372,Cloud Computing
1571,J372,Cloud Security
1572,J373,HR Analytics
1573,J373,Operations Management
1574,J373,HR Operations
1575,J373,Recruitment
1576,J373,Talent Management
1577,J374,React.js
1578,J374,HTML
1579,J374,CSS
1580,J375,Agile
1581,J375,PMO
1582,J375,PMP
1583,J375,Program Management
1584,J375,Project Management
1585,J375,Scrum
1586,J375,IT Project Management
1587,J376,Business Development
1588,J376,Sales
1589,J376,Telecalling
1590,J377,Automotive Embedded Systems
1591,J377,Embedded C
1592,J377,C
1593,J377,Embedded Systems
1594,J378,React.js
1595,J378,JavaScript
1596,J378,HTML
1597,J378,CSS
1598,J378,Redux
1599,J379,Content Writing
1600,J380,Mobile Apps Testing
1601,J380,iOS
1602,J380,Android
1603,J380,Selenium
1604,J380,Appium
1605,J381,Data Analysis
1606,J381,Data Streaming
1607,J381,Data Warehousing
1608,J381,NoSQL
1609,J381,Kafka
1610,J381,Spark
1611,J381,SQL
1612,J382,Salesforce
1613,J382,Microsoft Dynamics
1614,J382,Functional Consulting
1615,J383,Salesforce
1616,J383,Microsoft Dynamics
1617,J383,.NET
1618,J383,JavaScript
1619,J383,MySQL
1620,J384,CSS
1621,J384,HTML
1622,J384,JavaScript
1623,J384,React.js
1624,J385,Python
1625,J385,Django
1626,J385,Flask
1627,J385,Microservices
1628,J385,LLD
1629,J386,Python
1630,J386,SQL
1631,J386,API Testing
1632,J386,Amazon Redshift
1633,J386,Retention Management
1634,J387,Content Marketing
1635,J387,Digital Marketing
1636,J387,SEO
1637,J387,Social Media Marketing
1638,J388,Business Development
1639,J388,Sales
1640,J389,Adobe Experience Manager (AEM)
1641,J389,Java
1642,J390,Product Management
1643,J391,Java
1644,J391,Cloud Computing
1645,J391,Oracle Database
1646,J391,JavaScript
1647,J391,Python
1648,J392,iOS
1649,J392,UIkit
1650,J392,Objective-C
1651,J393,Zendesk
1652,J394,Application Security
1653,J394,Penetration Testing
1654,J395,Linux
1655,J395,ETL
1656,J396,SSRS
1657,J396,T-SQL
1658,J396,SQL
1659,J397,Angular
1660,J397,Node.js
1661,J397,JavaScript
1662,J397,HTML
1663,J398,Business Development
1664,J398,Corporate Sales
1665,J398,Sales
1666,J399,Recruitment
1667,J399,Logistics Management
1668,J399,Payroll Management
1669,J399,Sea Freight
1670,J400,SharePoint
1671,J400,Microsoft Power Apps
1672,J400,Power BI
1673,J401,Java
1674,J401,Python
1675,J402,SAP CPI
1676,J402,API Testing
1677,J402,Cloud Security
1678,J402,SOAP
1679,J402,Data Integration
1680,J403,Computer Vision
1681,J403,Machine Learning
1682,J403,NLP
1683,J403,Python
1684,J403,Keras
1685,J403,PyTorch
1686,J403,Scikit-learn
1687,J403,TensorFlow
1688,J404,Data Loss Prevention
1689,J405,SQL
1690,J405,Data Analysis
1691,J405,Product Management
1692,J405,Analytical Instruments
1693,J405,Quantitative Analysis
1694,J406,iOS
1695,J406,AWS
1696,J406,Program Management
1697,J406,Engineering Management
1698,J406,Cloud Computing
1699,J407,International Sales
1700,J408,ETL
1701,J408,Python
1702,J408,AWS
1703,J408,Kafka
1704,J409,2D Animation
1705,J409,Adobe After Effects
1706,J409,Illustrator
1707,J409,Photoshop
1708,J410,DevOps
1709,J410,CI - CD
1710,J410,AWS
1711,J410,Docker
1712,J410,Jenkins
1713,J411,Python
1714,J411,Hadoop
1715,J411,PostgreSQL
1716,J411,React.js
1717,J411,JavaScript
1718,J412,Java
1719,J412,Spring Boot
1720,J412,Angular
1721,J412,AWS
1722,J412,Microservices
1723,J414,AWS
1724,J414,Express.js
1725,J414,Node.js
1726,J414,PostgreSQL
1727,J414,TypeScript
1728,J415,Java
1729,J415,Python
1730,J415,Engineering Management
1731,J415,LLD
1732,J416,Business Development
1733,J416,Corporate Sales
1734,J416,Direct Sales
1735,J416,International Sales
1736,J416,Sales
1737,J416,Telecalling
1738,J417,Android
1739,J417,Java
1740,J417,Flutter
1741,J417,iOS
1742,J417,Kotlin
1743,J418,Android
1744,J418,iOS
1745,J418,Java
1746,J418,Flutter
1747,J418,Kotlin
1748,J419,Employee Benefits
1749,J420,Sales
1750,J420,Telecalling
1751,J421,Node.js
1752,J422,Cognos Framework Manager
1753,J422,Linux
1754,J422,AWS
1755,J423,Enterprise Software
1756,J423,Product Management
1757,J424,Customer Interaction
1758,J424,Key Account Management
1759,J425,JavaScript
1760,J425,Angular
1761,J425,Node.js
1762,J425,React.js
1763,J425,Vue.js
1764,J426,Sales
1765,J426,Corporate Sales
1766,J426,Business Development
1767,J426,Direct Sales
1768,J426,Networking
1769,J427,Google Ads
1770,J427,SEO
1771,J428,Credit Underwriting
1772,J428,Financial Analysis
1773,J428,Credit Risk Management
1774,J429,Business Development
1775,J429,Telecalling
1776,J429,Sales
1777,J429,Corporate Sales
1778,J430,Business Development
1779,J430,Sales
1780,J430,International Sales
1781,J430,Corporate Sales
1782,J430,Direct Sales
1783,J431,Business Development
1784,J431,Corporate Sales
1785,J431,Direct Sales
1786,J431,International Sales
1787,J431,Sales
1788,J432,Business Development
1789,J432,Corporate Sales
1790,J432,Sales
1791,J433,Node.js
1792,J433,Express.js
1793,J434,Hybrid Apps
1794,J434,React Native
1795,J435,WPF
1796,J435,XAML
1797,J435,.NET
1798,J435,Agile
1799,J435,ASP.NET
1800,J436,CSS
1801,J436,HTML
1802,J436,JavaScript
1803,J436,React.js
1804,J437,Dynatrace
1805,J438,Business Development
1806,J439,Wireframing
1807,J439,UX Design
1808,J439,Visual Design
1809,J439,Figma
1810,J440,ASP.NET
1811,J440,SQL
1812,J440,HTML
1813,J440,jQuery
1814,J440,Bootstrap
1815,J441,ATL
1816,J441,Brand Management
1817,J441,BTL
1818,J441,Digital Marketing
1819,J441,Marketing Communication
1820,J442,Python
1821,J442,React.js
1822,J444,Python
1823,J445,AWS
1824,J445,Node.js
1825,J445,IoT
1826,J446,Enterprise Software
1827,J446,Product Management
1828,J447,Business Development
1829,J447,International Sales
1830,J447,Sales
1831,J448,.NET
1832,J448,MongoDB
1833,J448,IIS Server
1834,J449,Consumer Software
1835,J449,Enterprise Software
1836,J449,Product Management
1837,J450,C#
1838,J450,.NET
1839,J450,SQL Server
1840,J451,JavaScript
1841,J452,Python
1842,J452,React.js
1843,J453,Python
1844,J454,Business Development
1845,J454,Customer Service
1846,J454,International Sales
1847,J454,Customer Relationship
1848,J454,Corporate Sales
1849,J455,JavaScript
1850,J455,Python
1851,J455,Node.js
1852,J455,Angular
1853,J455,Mongoose
1854,J456,CI - CD
1855,J456,AWS
1856,J456,Azure
1857,J456,Docker
1858,J456,Google Cloud
1859,J456,Kubernetes
1860,J456,Nagios
1861,J457,Build Tools
1862,J457,CI - CD
1863,J457,Linux
1864,J457,Ansible
1865,J457,Azure
1866,J457,Docker
1867,J457,Gradle
1868,J457,Kubernetes
1869,J457,Maven
1870,J458,Salesforce
1871,J458,Lightning
1872,J458,Apex
1873,J459,Python
1874,J459,Django
1875,J459,Flask
1876,J459,Node.js
1877,J459,MongoDB
1878,J460,Node.js
1879,J460,JavaScript
1880,J460,TypeScript
1881,J460,NoSQL
1882,J460,Express.js
1883,J461,Python
1884,J461,Django
1885,J462,Python
1886,J462,Hadoop
1887,J463,Automation Testing
1888,J463,Quality Assurance
1889,J463,CI - CD
1890,J463,Behavior Driven Development
1891,J463,Test Driven Development
1892,J464,Product Management
1893,J465,UX Design
1894,J465,Graphic Design
1895,J465,Illustrator
1896,J465,UiPath
1897,J465,Adobe Creative Cloud
1898,J466,Java
1899,J466,Hibernate
1900,J466,J2EE
1901,J466,Spring
1902,J467,Java
1903,J467,JavaScript
1904,J467,Angular
1905,J467,J2EE
1906,J467,Node.js
1907,J467,React.js
1908,J467,Spring
1909,J468,ISO 27001
1910,J468,Information Security
1911,J468,IT Compliance
1912,J468,Information Technology Audit
1913,J468,PCI DSS
1914,J469,JavaScript
1915,J469,React.js
1916,J469,Angular
1917,J469,CSS
1918,J469,HTML
1919,J470,Node.js
1920,J470,React.js
1921,J470,MongoDB
1922,J470,TypeScript
1923,J470,AWS
1924,J471,Python
1925,J471,Django
1926,J472,AWS
1927,J472,DevOps
1928,J472,Jenkins
1929,J472,Ansible
1930,J472,Docker
1931,J473,Microsoft Excel
1932,J473,SQL
1933,J473,Tableau
1934,J474,Android
1935,J474,iOS
1936,J474,JavaScript
1937,J474,Node.js
1938,J474,React.js
1939,J474,Vue.js
1940,J475,Product Management
1941,J475,Product Lifecycle Management
1942,J475,Customer Interaction
1943,J475,Loans
1944,J475,Consumer Software
1945,J476,Dynatrace
1946,J477,ServiceNow
1947,J478,React.js
1948,J479,React Native
1949,J479,iOS
1950,J479,Android
1951,J480,Mobile Apps Testing
1952,J480,Selenium
1953,J480,iOS
1954,J480,Appium
1955,J480,Android
1956,J481,SQL
1957,J481,Java
1958,J481,API Testing
1959,J481,CRM
1960,J481,Node.js
1961,J482,Java
1962,J482,Python
1963,J482,SQL
1964,J483,BFSI
1965,J483,Direct Sales
1966,J484,.NET
1967,J484,Angular
1968,J484,Data Structures
1969,J484,Algorithms
1970,J484,AWS
1971,J485,Java
1972,J485,Automation Testing
1973,J485,Performance Testing
1974,J485,UI Testing
1975,J485,API Testing
1976,J486,ServiceNow
1977,J487,ServiceNow
1978,J488,ServiceNow
1979,J489,React.js
1980,J489,JavaScript
1981,J490,Java
1982,J490,Hibernate
1983,J490,J2EE
1984,J490,Spring
1985,J491,Java
1986,J491,Spring Boot
1987,J491,Hibernate
1988,J491,JavaScript
1989,J492,Azure
1990,J492,Python
1991,J492,Databricks
1992,J492,Azure Data Factory
1993,J492,Azure Synapse
1994,J493,Google Cloud
1995,J493,SQL
1996,J493,Python
1997,J493,BigQuery
1998,J493,Hadoop
1999,J494,Java
2000,J494,J2EE
2001,J494,JavaScript
2002,J494,HTML
2003,J494,CSS
2004,J495,Java
2005,J495,Angular
2006,J495,Data Structures
2007,J495,Algorithms
2008,J495,JavaScript
2009,J496,Java
2010,J496,Scala
2011,J496,Software Installation
2012,J496,Spring
2013,J496,SQL
2014,J497,ServiceNow
2015,J498,ServiceNow
2016,J499,DevOps
2017,J499,CI - CD
2018,J499,Kubernetes
2019,J500,Flutter
2020,J500,Android
2021,J500,iOS
